variable,dtype,n_obs,n_missing,pct_missing,n_unique,sample_values,min,max
fechai_ano_10,float64,5275,5272,0.9994,2,2010.0 | 2009.0,2009.0,2010.0
vr_inicial_10,float64,5275,5272,0.9994,3,90000.0 | 150000.0 | 400000.0,90000.0,400000.0
tasa_interes_10,float64,5275,5272,0.9994,2,999.0 | 0.0,0.0,999.0
tasa_period_10,float64,5275,5272,0.9994,1,9.0,9.0,9.0
cuota_10,float64,5275,5272,0.9994,3,30000.0 | 150000.0 | 60000.0,30000.0,150000.0
period_cuota_10,float64,5275,5272,0.9994,3,4.0 | 9.0 | 10.0,4.0,10.0
meses_plazo_10,float64,5275,5272,0.9994,2,1.0 | 12.0,1.0,12.0
vr_saldo_10,float64,5275,5272,0.9994,3,30000.0 | 150000.0 | 400000.0,30000.0,400000.0
tipo_deuda_11,float64,5275,5273,0.9996,1,2.0,2.0,2.0
aquien_deben_11,float64,5275,5273,0.9996,2,1.0 | 7.0,1.0,7.0
aquien_cual_11,object,5275,5274,0.9998,1,DUPREE,,
meses_plazo_11,float64,5275,5273,0.9996,2,12.0 | 1.0,1.0,12.0
vr_saldo_11,float64,5275,5273,0.9996,2,2400000.0 | 450000.0,450000.0,2400000.0
tipo_deuda_12,float64,5275,5273,0.9996,1,3.0,3.0,3.0
aquien_deben_12,float64,5275,5273,0.9996,1,5.0,5.0,5.0
meses_plazo_12,float64,5275,5273,0.9996,2,3.0 | 2.0,2.0,3.0
vr_saldo_12,float64,5275,5273,0.9996,2,150000.0 | 250000.0,150000.0,250000.0
tipo_deuda_13,float64,5275,5274,0.9998,1,2.0,2.0,2.0
aquien_deben_13,float64,5275,5274,0.9998,1,4.0,4.0,4.0
meses_plazo_13,float64,5275,5274,0.9998,1,2.0,2.0,2.0
vr_saldo_13,float64,5275,5274,0.9998,1,500000.0,500000.0,500000.0
tipo_deuda_14,float64,5275,5274,0.9998,1,1.0,1.0,1.0
con_quien_14,float64,5275,5274,0.9998,1,8.0,8.0,8.0
destino1_14,float64,5275,5274,0.9998,1,12.0,12.0,12.0
destino2_14,float64,5275,5274,0.9998,1,0.0,0.0,0.0
destino3_14,float64,5275,5274,0.9998,1,0.0,0.0,0.0
destino4_14,float64,5275,5274,0.9998,1,0.0,0.0,0.0
fechai_mes_14,float64,5275,5274,0.9998,1,5.0,5.0,5.0
fechai_ano_14,float64,5275,5274,0.9998,1,2010.0,2010.0,2010.0
vr_inicial_14,float64,5275,5274,0.9998,1,200000.0,200000.0,200000.0
tasa_interes_14,float64,5275,5274,0.9998,1,4.0,4.0,4.0
tasa_period_14,float64,5275,5274,0.9998,1,1.0,1.0,1.0
cuota_14,float64,5275,5274,0.9998,1,8000.0,8000.0,8000.0
period_cuota_14,float64,5275,5274,0.9998,1,1.0,1.0,1.0
meses_plazo_14,float64,5275,5274,0.9998,1,1.0,1.0,1.0
vr_saldo_14,float64,5275,5274,0.9998,1,200000.0,200000.0,200000.0
tipo_deuda_15,float64,5275,5274,0.9998,1,3.0,3.0,3.0
aquien_deben_15,float64,5275,5274,0.9998,1,5.0,5.0,5.0
meses_plazo_15,float64,5275,5274,0.9998,1,2.0,2.0,2.0
vr_saldo_15,float64,5275,5274,0.9998,1,180000.0,180000.0,180000.0
tipo_deuda_16,float64,5275,5274,0.9998,1,2.0,2.0,2.0
aquien_deben_16,float64,5275,5274,0.9998,1,7.0,7.0,7.0
aquien_cual_16,object,5275,5274,0.9998,1,TRABAJADORES,,
meses_plazo_16,float64,5275,5274,0.9998,1,1.0,1.0,1.0
vr_saldo_16,float64,5275,5274,0.9998,1,500000.0,500000.0,500000.0
act_dinero,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_dinero_vr,float64,5275,4529,0.8586,98,1200000.0 | 600000.0 | 9000000.0 | 5000000.0 | 3000000.0,97.0,43000000.0
act_fondos,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_fondos_vr,float64,5275,4957,0.9397,72,80000.0 | 98.0 | 4000000.0 | 4700000.0 | 99.0,98.0,79816234.0
act_cesantias,int64,5275,0,0.0,2,1 | 2,1.0,2.0
act_cesantias_vr,float64,5275,4482,0.8497,96,98.0 | 750000.0 | 500000.0 | 235000.0 | 700000.0,97.0,90000000.0
act_bonos_gob,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_bonos_gob_vr,float64,5275,5235,0.9924,18,500000.0 | 105000.0 | 45000.0 | 15000.0 | 115000.0,15000.0,5000000.0
act_bonos_emp,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_bonos_emp_vr,float64,5275,5248,0.9949,16,99.0 | 5000000.0 | 2700000.0 | 1100000.0 | 2600000.0,98.0,40000000.0
act_inversiones,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_inversiones_vr,float64,5275,5257,0.9966,12,15000000.0 | 2000000.0 | 1000000.0 | 4000000.0 | 3000000.0,98.0,40000000.0
act_roscas,int64,5275,0,0.0,2,1 | 2,1.0,2.0
act_roscas_vr,float64,5275,5177,0.9814,42,800000.0 | 3200000.0 | 1300000.0 | 100000.0 | 1500000.0,98.0,10000000.0
act_dineroprestado,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_dineroprestado_vr,float64,5275,5195,0.9848,33,2000000.0 | 99.0 | 1000000.0 | 1800000.0 | 10000.0,98.0,50000000.0
act_segvida,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_segvida_vr,float64,5275,4912,0.9312,62,30000000.0 | 98.0 | 50000000.0 | 61000000.0 | 42000000.0,97.0,260000000.0
act_segveh,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_segveh_vr,float64,5275,4958,0.9399,89,98.0 | 3000000.0 | 15000000.0 | 10000000.0 | 19500000.0,98.0,90000000.0
act_segviv,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_segviv_vr,float64,5275,5200,0.9858,39,98.0 | 6000000.0 | 99.0 | 20000000.0 | 270000.0,98.0,230000000.0
act_segmaq,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_segmaq_vr,float64,5275,5266,0.9983,5,10000000.0 | 50000000.0 | 27000000.0 | 98.0 | 99.0,98.0,50000000.0
act_segotros,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_segotros_vr,float64,5275,5062,0.9596,61,98.0 | 500000.0 | 70000000.0 | 515000.0 | 1300000.0,98.0,72000000.0
act_herencias,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_herencias_vr,float64,5275,5230,0.9915,27,1000000.0 | 40000000.0 | 7000000.0 | 98.0 | 6000000.0,98.0,60000000.0
act_polizas,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_polizas_vr,float64,5275,5262,0.9975,13,4500000.0 | 1600000.0 | 400000.0 | 4100000.0 | 1400000.0,98.0,24000000.0
act_vtainm,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_vtainm_vr,float64,5275,5248,0.9949,21,130000000.0 | 1600000.0 | 38000000.0 | 7000000.0 | 8000000.0,98.0,140000000.0
act_vtaneg,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_vtaneg_vr,float64,5275,5270,0.9991,5,50000000.0 | 1800000.0 | 2000000.0 | 3000000.0 | 12000000.0,1800000.0,50000000.0
act_vgtaotros,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_vtaotros_vr,float64,5275,5254,0.996,18,1200000.0 | 90000.0 | 12000000.0 | 1000000.0 | 5500000.0,80000.0,138000000.0
act_vtaotros_cual,object,5275,5254,0.996,16,VENTA DE MOTO | COMPRA Y VENTA DE GANADO | CARRO | MOTO | MAIZ,,
act_otrosing,int64,5275,0,0.0,2,2 | 1,1.0,2.0
act_otrosing_vr,float64,5275,5201,0.986,40,4000000.0 | 1200000.0 | 600000.0 | 200000.0 | 500000.0,25000.0,10000000.0
act_otrosing_cual,object,5275,5201,0.986,28,COMPRA VENTA DE GANADO | AYUDA A DESPLAZADOS | FAMILIAS EN ACCION | DE LA PERSONA O2 | POR TRABAJO DE LA PERSONA 02,,
ing_trabajo,float64,5275,309,0.0586,385,1300000.0 | 1080000.0 | 950000.0 | 1000000.0 | 515000.0,98.0,14000000.0
ing_pensiones,float64,5275,4697,0.8904,126,430000.0 | 753000.0 | 5000000.0 | 99.0 | 2000000.0,97.0,7000000.0
ing_arriendos,float64,5275,4726,0.8959,74,450000.0 | 250000.0 | 500000.0 | 900000.0 | 200000.0,98.0,6000000.0
ing_intereses_div,float64,5275,5225,0.9905,24,350000.0 | 200000.0 | 1000000.0 | 250000.0 | 400000.0,98.0,1800000.0
ing_ayudas,float64,5275,4363,0.8271,101,40000.0 | 25000.0 | 75000.0 | 180000.0 | 200000.0,10000.0,4800000.0
ing_otros_nrem,float64,5275,5120,0.9706,46,50000.0 | 300000.0 | 130000.0 | 200000.0 | 100000.0,99.0,3000000.0
vr_gtos_mensuales,int64,5275,0,0.0,302,800000 | 700000 | 602000 | 650000 | 400000,98.0,8000000.0
vr_gtos_mens_alim,int64,5275,0,0.0,124,500000 | 150000 | 250000 | 300000 | 400000,98.0,2500000.0
fhog,float64,5275,0,0.0,321,1451.9440613588142 | 483.98131828662144 | 2419.906626932757 | 967.9626365732428 | 964.9518045501138,11.691271066607232,41569.08627954811
fexhog,float64,5275,0,0.0,1170,0.398601084947586 | 0.521865963935852 | 0.4253978133201599 | 0.4877001643180847 | 0.8507956266403198,0.1735087037086486,13.697809219360352
riqueza_pca,float64,5275,0,0.0,4684,1.5391724 | -1.6741905 | 0.91157764 | -1.6782908 | 0.97637725,-14.303724,7.581193
tercil2010,int64,5275,0,0.0,3,3 | 1 | 2,1.0,3.0
