variable,dtype,n_obs,n_missing,pct_missing,n_unique,sample_values,min,max
t_hogares,int64,4578,0,0.0,7,1 | 2 | 4 | 3 | 7,1.0,8.0
uc_fabricas,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_basureros,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_plaza_mercado,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_terminal_bus,int64,4578,0,0.0,1,2,2.0,2.0
uc_aeropuerto,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_cagno_agua,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_planta_tratamiento,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_trans_hidrocarburo,int64,4578,0,0.0,2,2 | 1,1.0,2.0
uc_linea_alta_tension,int64,4578,0,0.0,2,2 | 1,1.0,2.0
inundacion,int64,4578,0,0.0,2,2 | 1,1.0,2.0
avalancha,int64,4578,0,0.0,2,2 | 1,1.0,2.0
creciente,int64,4578,0,0.0,2,2 | 1,1.0,2.0
hundimiento,int64,4578,0,0.0,2,2 | 1,1.0,2.0
terremoto,int64,4578,0,0.0,2,2 | 1,1.0,2.0
t_cuartos_hogar,int64,4578,0,0.0,11,3 | 2 | 4 | 1 | 6,1.0,11.0
t_cuartos_dormir,int64,4578,0,0.0,8,2 | 1 | 3 | 5 | 4,1.0,8.0
servicio_sanitario,int64,4578,0,0.0,6,2 | 6 | 5 | 3 | 4,1.0,6.0
uso_sanitario,float64,4578,762,0.1664,2,1.0 | 2.0,1.0,2.0
obtencion_agua,int64,4578,0,0.0,9,2 | 6 | 1 | 3 | 9,1.0,9.0
sitio_alimentos,int64,4578,0,0.0,6,1 | 3 | 5 | 2 | 4,1.0,6.0
cocina_es,float64,4578,12,0.0026,2,1.0 | 2.0,1.0,2.0
energia_cocinan,float64,4578,12,0.0026,6,5.0 | 3.0 | 1.0 | 4.0 | 6.0,1.0,7.0
tenencia_vivienda,int64,4578,0,0.0,5,4 | 1 | 5 | 2 | 3,1.0,5.0
recursos_propios,float64,4578,2168,0.4736,2,1.0 | 2.0,1.0,2.0
credito_financiera,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
credito_proveedor,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
credito_gremios,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
prestamo_familiar,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
prestamo_particular,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
otra_financiacion,float64,4578,2168,0.4736,2,2.0 | 1.0,1.0,2.0
otra_financiacion_cual,object,4578,4570,0.9983,7,TITULACION DE BALDIOS | A LA EMPRESA DONDE TRABAJAN | ENERIGA PARA PONERLA | CARTA VENTA | LA COMUNIDAD SE REUNIO P???RA HACER ESTA CASA (REGAL,,
subsidio_compra,float64,4578,2168,0.4736,2,0.0 | 1.0,0.0,1.0
subsidio_mejora,float64,4578,2168,0.4736,2,0.0 | 1.0,0.0,1.0
subsidio_legalizar,float64,4578,2168,0.4736,1,0.0,0.0,0.0
subsidio_nousado,float64,4578,2168,0.4736,2,0.0 | 1.0,0.0,1.0
subsidio_negado,float64,4578,2168,0.4736,2,0.0 | 2.0,0.0,2.0
ningun_subsidio,float64,4578,2168,0.4736,2,3.0 | 0.0,0.0,3.0
subsidio_recibido,float64,4578,4469,0.9762,35,12000000.0 | 4300000.0 | 2000000.0 | 10000000.0 | 4000000.0,98.0,17000000.0
valor_arriendo_pagado,float64,4578,4371,0.9548,37,80000.0 | 500000.0 | 60000.0 | 30000.0 | 10000.0,99.0,1300000.0
anos_tiene_hogar,float64,4578,609,0.133,76,19.0 | 10.0 | 30.0 | 37.0 | 12.0,1.0,99.0
ano_creo_hogar,float64,4578,3967,0.8665,58,2009.0 | 1974.0 | 2007.0 | 1999.0 | 9999.0,1946.0,9999.0
religion,int64,4578,0,0.0,2,1 | 2,1.0,2.0
religion_cual,object,4578,490,0.107,36,CATOLICA | CRISTIANA | PENTECOSTAL | MINISTERIAL | MOVIMIENTO MIRA,,
religion_cual2,object,4578,4504,0.9838,5,CATOLICA | EVANGELICA | TESTIGOS DE JEHOVA | CRISTIANA | PENTECOSTAL,,
cambio_vivienda,int64,4578,0,0.0,2,2 | 1,1.0,2.0
veces_cambio_vivienda,float64,4578,2009,0.4388,30,15.0 | 2.0 | 5.0 | 3.0 | 6.0,1.0,99.0
meses_ocupa_vivienda,float64,4578,2212,0.4832,12,2.0 | 0.0 | 1.0 | 3.0 | 6.0,0.0,11.0
anos_ocupa_vivienda,float64,4578,2212,0.4832,47,2.0 | 0.0 | 22.0 | 6.0 | 1.0,0.0,50.0
ano_llevaviviendo,float64,4578,4375,0.9557,30,2010.0 | 1996.0 | 2006.0 | 2003.0 | 2008.0,1960.0,2010.0
mes_llevaviviendo,float64,4578,4375,0.9557,12,1.0 | 12.0 | 7.0 | 9.0 | 2.0,1.0,12.0
n_neveras,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_lavadoras,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_licuadoras,int64,4578,0,0.0,3,0 | 1 | 2,0.0,2.0
n_hornos,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_microondas,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_calentadores,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_duchas,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_aire_acondicionado,int64,4578,0,0.0,7,0 | 2 | 1 | 4 | 3,0.0,6.0
n_televisores,int64,4578,0,0.0,6,1 | 2 | 0 | 3 | 5,0.0,5.0
n_radios,int64,4578,0,0.0,4,1 | 0 | 2 | 4,0.0,4.0
n_equipos_sonido,int64,4578,0,0.0,4,0 | 2 | 1 | 3,0.0,3.0
n_equipos_video,int64,4578,0,0.0,5,0 | 1 | 2 | 4 | 3,0.0,4.0
n_television_cable,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_internet,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_computadores,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
n_bicicletas,int64,4578,0,0.0,9,2 | 1 | 0 | 3 | 4,0.0,9.0
motocicletas,int64,4578,0,0.0,4,0 | 2 | 1 | 3,0.0,3.0
vr_motocicletas,float64,4578,3623,0.7914,60,1000000.0 | 1500000.0 | 3000000.0 | 2000000.0 | 2700000.0,98.0,16000000.0
automoviles,int64,4578,0,0.0,3,0 | 1 | 2,0.0,2.0
vr_automoviles,float64,4578,4368,0.9541,34,5000000.0 | 4000000.0 | 6000000.0 | 9000000.0 | 8000000.0,98.0,85000000.0
casas,int64,4578,0,0.0,4,0 | 1 | 2 | 3,0.0,3.0
vr_casas,float64,4578,4423,0.9661,48,5000000.0 | 1500000.0 | 99.0 | 150000000.0 | 10000000.0,98.0,200000000.0
oficina,int64,4578,0,0.0,3,0 | 1 | 2,0.0,2.0
vr_oficina,float64,4578,4561,0.9963,14,1500000.0 | 350000.0 | 60000.0 | 2000000.0 | 3000000.0,60000.0,15000000.0
lotes,int64,4578,0,0.0,3,0 | 1 | 2,0.0,2.0
vr_lotes,float64,4578,4551,0.9941,17,1000000.0 | 6000000.0 | 2000000.0 | 500000.0 | 2800000.0,500000.0,70000000.0
n_otros_bienes,int64,4578,0,0.0,3,0 | 2 | 1,0.0,2.0
vr_otros_bienes,float64,4578,4572,0.9987,6,15000000.0 | 8000000.0 | 35000000.0 | 12000000.0 | 4000000.0,1000000.0,35000000.0
otro_bien_cual,object,4578,4572,0.9987,5,SIN INFORMACION | FINCA VILLA DIANA | FINCA | TIENDA Y COMMPUTADOR | MAQUINA DE COSER,,
familias_accion,int64,4578,0,0.0,2,1 | 2,1.0,2.0
jovenes_accion,int64,4578,0,0.0,2,2 | 1,1.0,2.0
sena,int64,4578,0,0.0,2,2 | 1,1.0,2.0
red_juntos,int64,4578,0,0.0,2,2 | 1,1.0,2.0
icbf,int64,4578,0,0.0,2,2 | 1,1.0,2.0
sub_desempleo,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_emergencias,int64,4578,0,0.0,2,2 | 1,1.0,2.0
prg_adultomayor,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_desplazados,int64,4578,0,0.0,2,2 | 1,1.0,2.0
tit_baldios,int64,4578,0,0.0,2,2 | 1,1.0,2.0
prg_tierras,int64,4578,0,0.0,2,2 | 1,1.0,2.0
caja_subsprest,int64,4578,0,0.0,2,2 | 1,1.0,2.0
caja_saludrec,int64,4578,0,0.0,2,2 | 1,1.0,2.0
agro_ingresos,int64,4578,0,0.0,2,2 | 1,1.0,2.0
otro_programa,int64,4578,0,0.0,2,2 | 1,1.0,2.0
otro_programa_cual,object,4578,4531,0.9897,33,ERRADICACION | SISBEN | SUBSIDIO DE MADRES COMUNITARIAS | POLLAS PONEDORAS | RESA,,
ayu_fam_colom,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_fc_per,float64,4578,3843,0.8394,5,4.0 | 2.0 | 1.0 | 5.0 | 3.0,1.0,5.0
ayu_fc_vr,float64,4578,3843,0.8394,81,450000.0 | 100000.0 | 3600000.0 | 1000000.0 | 3000000.0,99.0,8000000.0
ayu_fam_ext,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_fe_per,float64,4578,4516,0.9865,5,2.0 | 4.0 | 1.0 | 3.0 | 5.0,1.0,5.0
ayu_fe_vr,float64,4578,4516,0.9865,23,230000.0 | 100000.0 | 600000.0 | 3600000.0 | 960000.0,99.0,3600000.0
ayu_alimentos,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_ali_per,float64,4578,4286,0.9362,5,2.0 | 4.0 | 1.0 | 5.0 | 3.0,1.0,5.0
ayu_ali_vr,float64,4578,4286,0.9362,63,60000.0 | 100000.0 | 150000.0 | 1200000.0 | 960000.0,5000.0,3600000.0
ayu_orgintern,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_oi_per,float64,4578,4575,0.9993,2,1.0 | 5.0,1.0,5.0
ayu_oi_vr,float64,4578,4575,0.9993,3,25000.0 | 50000.0 | 800000.0,25000.0,800000.0
ayu_ong,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_ong_per,float64,4578,4477,0.9779,4,1.0 | 2.0 | 4.0 | 5.0,1.0,5.0
ayu_ong_vr,float64,4578,4477,0.9779,32,80000.0 | 30000.0 | 50000.0 | 300000.0 | 130000.0,15000.0,2640000.0
ayu_religiosas,int64,4578,0,0.0,2,2 | 1,1.0,2.0
ayu_rel_per,float64,4578,4571,0.9985,3,2.0 | 1.0 | 4.0,1.0,4.0
ayu_rel_vr,float64,4578,4571,0.9985,7,50000.0 | 60000.0 | 160000.0 | 250000.0 | 35000.0,20000.0,1000000.0
uay_comida,float64,4578,3531,0.7713,2,1.0 | 2.0,1.0,2.0
uay_educacion,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_salud,float64,4578,3531,0.7713,2,1.0 | 2.0,1.0,2.0
uay_vivienda,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_tierras,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_agropec,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_noagropec,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_ahorrar,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_otros,float64,4578,3531,0.7713,2,2.0 | 1.0,1.0,2.0
uay_otros_cual,object,4578,4559,0.9958,18,PAGAR DEUDA | PAGO DE DEUDAS | TV | PAGAR DEUDAS | LE REGALAN ROPA,,
eay_fam_colom,float64,4578,2,0.0004,2,2.0 | 1.0,1.0,2.0
eay_fc_per,float64,4578,4246,0.9275,5,2.0 | 1.0 | 4.0 | 3.0 | 5.0,1.0,5.0
eay_fc_vr,float64,4578,4246,0.9275,58,300000.0 | 360000.0 | 720000.0 | 100000.0 | 400000.0,98.0,8900000.0
eay_fam_exte,float64,4578,2,0.0004,2,2.0 | 1.0,1.0,2.0
eay_fe_per,float64,4578,4574,0.9991,3,3.0 | 5.0 | 4.0,3.0,5.0
eay_fe_vr,float64,4578,4574,0.9991,4,2000000.0 | 100000.0 | 10000.0 | 60000.0,10000.0,2000000.0
