variable,dtype,n_obs,n_missing,pct_missing,n_unique,sample_values,min,max
vivia_con,float64,22179,13392,0.6038,5,1.0 | 4.0 | 2.0 | 3.0 | 5.0,1.0,5.0
razon_novivia,float64,22179,19358,0.8728,9,3.0 | 9.0 | 2.0 | 4.0 | 8.0,1.0,9.0
razon_nv_cual,object,22179,22130,0.9978,48,NO LO RECONOCIERON COMO HIJO | SE HABIA ORGANIZADO CON UN SE�OR | PAPA Y MAMA PELEABAN MUCHO | DECISION PROPIA DE LOS PADRES | TRADICION FAMILIAR,,
lugar_vivia,float64,22179,13392,0.6038,4,3.0 | 1.0 | 2.0 | 4.0,1.0,4.0
id_dpto_vivia,float64,22179,18952,0.8545,32,14.0 | 3.0 | 18.0 | 26.0 | 13.0,1.0,32.0
id_mpio_vivia,float64,22179,18952,0.8545,461,178.0 | 102.0 | 279.0 | 6.0 | 55.0,1.0,583.0
pais_vivia,float64,22179,22142,0.9983,11,23.0 | 850.0 | 105.0 | 239.0 | 589.0,23.0,998.0
cabecera_vivia,float64,22179,18771,0.8463,2,2.0 | 1.0,1.0,2.0
lugar_vivia5,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
id_dpto_vivia5,float64,22179,21320,0.9613,31,14.0 | 20.0 | 16.0 | 12.0 | 11.0,1.0,32.0
id_mpio_vivia5,float64,22179,21320,0.9613,196,279.0 | 102.0 | 96.0 | 77.0 | 98.0,1.0,554.0
pais_vivia5,float64,22179,22143,0.9984,11,850.0 | 23.0 | 239.0 | 249.0 | 245.0,23.0,850.0
cabecera_vivia5,float64,22179,13428,0.6054,2,1.0 | 2.0,1.0,2.0
vivido_siempre5,float64,22179,14434,0.6508,2,1.0 | 2.0,1.0,2.0
razon_llego,float64,22179,21039,0.9486,7,6.0 | 7.0 | 1.0 | 5.0 | 2.0,1.0,7.0
razon_llego_cual,object,22179,22115,0.9971,60,PROBLEMAS CON LA FAMILIA PATERNA | PREDICACION DEL EVANGELIO | QUERIA VIVIR AQUI | PARA SER MINISTRO VOLUNTARIO | LES GUSTA FONSECA,,
vivido_otro5,float64,22179,21039,0.9486,2,1.0 | 2.0,1.0,2.0
afiliacion,float64,22179,13392,0.6038,2,2.0 | 1.0,1.0,2.0
sss,float64,22179,21398,0.9648,2,2.0 | 1.0,1.0,2.0
sss_meses,float64,22179,21889,0.9869,12,12.0 | 10.0 | 1.0 | 5.0 | 6.0,1.0,12.0
regimen,float64,22179,13883,0.626,3,3.0 | 1.0 | 2.0,1.0,3.0
sss_porque,float64,22179,17147,0.7731,3,1.0 | 2.0 | 3.0,1.0,3.0
tiempo_anos,float64,22179,13883,0.626,54,14.0 | 2.0 | 5.0 | 9.0 | 0.0,0.0,62.0
tiempo_meses,float64,22179,13883,0.626,12,0.0 | 2.0 | 3.0 | 1.0 | 6.0,0.0,11.0
prepagada,float64,22179,13392,0.6038,2,2.0 | 1.0,1.0,2.0
cotiza_fp,float64,22179,13392,0.6038,8,7.0 | 5.0 | 3.0 | 8.0 | 2.0,1.0,8.0
vr_rec_pension,float64,22179,21780,0.982,115,2500000.0 | 3000000.0 | 1200000.0 | 98.0 | 1947000.0,98.0,7500000.0
beneficiario_sss,float64,22179,17896,0.8069,2,1.0 | 2.0,1.0,2.0
beneficiario_orden,float64,22179,18293,0.8248,15,2.0 | 4.0 | 1.0 | 0.0 | 3.0,0.0,99.0
ev_enfe,float64,22179,9109,0.4107,2,0.0 | 1.0,0.0,1.0
ev_acci,float64,22179,9109,0.4107,2,0.0 | 2.0,0.0,2.0
ev_odon,float64,22179,9109,0.4107,2,0.0 | 3.0,0.0,3.0
ev_ciru,float64,22179,9109,0.4107,2,0.0 | 4.0,0.0,4.0
ev_ning,float64,22179,9109,0.4107,2,5.0 | 0.0,0.0,5.0
vr_enfe,float64,22179,20004,0.9019,158,20000.0 | 5000.0 | 0.0 | 6000.0 | 40000.0,0.0,4000000.0
vr_acci,float64,22179,22024,0.993,42,0.0 | 35000.0 | 38000.0 | 30000.0 | 150000.0,0.0,2000000.0
vr_odon,float64,22179,21870,0.9861,71,155000.0 | 95000.0 | 30000.0 | 15000.0 | 0.0,0.0,4000000.0
vr_ciru,float64,22179,22105,0.9967,34,75000.0 | 150000.0 | 0.0 | 100000.0 | 8000.0,0.0,2800000.0
tratar_enfe,float64,22179,20004,0.9019,8,7.0 | 1.0 | 8.0 | 2.0 | 6.0,1.0,8.0
tratar_acci,float64,22179,22024,0.993,7,1.0 | 5.0 | 4.0 | 2.0 | 8.0,1.0,8.0
tratar_odon,float64,22179,21870,0.9861,7,2.0 | 7.0 | 6.0 | 1.0 | 4.0,1.0,8.0
tratar_ciru,float64,22179,22104,0.9966,3,1.0 | 2.0 | 8.0,1.0,8.0
noprof_enfe,float64,22179,21650,0.9761,12,11.0 | 9.0 | 12.0 | 3.0 | 8.0,1.0,12.0
noprof_acci,float64,22179,22161,0.9992,8,12.0 | 1.0 | 6.0 | 11.0 | 4.0,1.0,12.0
noprof_odon,float64,22179,22123,0.9975,11,12.0 | 1.0 | 8.0 | 2.0 | 4.0,1.0,12.0
noprof_ciru,float64,22179,22178,1.0,1,12.0,12.0,12.0
dias_noasistio,float64,22179,20413,0.9204,44,0.0 | 4.0 | 16.0 | 5.0 | 3.0,0.0,999.0
hospitalizado,float64,22179,9109,0.4107,2,2.0 | 1.0,1.0,2.0
hospital_veces,float64,22179,20817,0.9386,12,1.0 | 2.0 | 5.0 | 3.0 | 4.0,1.0,20.0
ultima_hosp,float64,22179,20817,0.9386,10,7.0 | 4.0 | 3.0 | 2.0 | 1.0,1.0,10.0
ult_hosp_cual,object,22179,22152,0.9988,26,INFECCION EN TALON | por la vacuna que le aplicaron sintio reaccion | DEPRESION | NACIO PREMATURA | NACIO PREMATURO,,
vr_ult_hosp,float64,22179,20817,0.9386,174,120000.0 | 20000.0 | 560000.0 | 0.0 | 500000.0,0.0,8000000.0
ult_hosp_dias,float64,22179,21256,0.9584,60,15.0 | 90.0 | 7.0 | 10.0 | 30.0,0.0,365.0
ceguera,float64,22179,17896,0.8069,2,0.0 | 1.0,0.0,1.0
sordera,float64,22179,17896,0.8069,2,0.0 | 2.0,0.0,2.0
mudez,float64,22179,17896,0.8069,2,0.0 | 3.0,0.0,3.0
dif_moverse,float64,22179,17896,0.8069,2,0.0 | 4.0,0.0,4.0
dif_banarse,float64,22179,17896,0.8069,2,0.0 | 5.0,0.0,5.0
dif_calle,float64,22179,17896,0.8069,2,0.0 | 6.0,0.0,6.0
dif_aprender,float64,22179,17896,0.8069,2,0.0 | 7.0,0.0,7.0
dif_ninguna,float64,22179,17897,0.8069,2,8.0 | 0.0,0.0,8.0
prev_med,float64,22179,9109,0.4107,2,0.0 | 1.0,0.0,1.0
prev_pediatra,float64,22179,17896,0.8069,2,2.0 | 0.0,0.0,2.0
prev_odo,float64,22179,9109,0.4107,2,0.0 | 3.0,0.0,3.0
prev_opto,float64,22179,9109,0.4107,2,0.0 | 4.0,0.0,4.0
prev_malter,float64,22179,9109,0.4107,2,0.0 | 5.0,0.0,5.0
prev_planif,float64,22179,13392,0.6038,2,0.0 | 6.0,0.0,6.0
prev_nousa,float64,22179,9111,0.4108,2,7.0 | 0.0,0.0,7.0
informante,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
movilidad,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
t_movilidad,float64,22179,21428,0.9661,2,2.0 | 1.0,1.0,2.0
cuidado_personal,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
t_cuidado_personal,float64,22179,22049,0.9941,2,2.0 | 1.0,1.0,2.0
act_cotidiana,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
t_act_cotidiana,float64,22179,21724,0.9795,2,2.0 | 1.0,1.0,2.0
malestar,float64,22179,13392,0.6038,3,1.0 | 3.0 | 2.0,1.0,3.0
t_malestar,float64,22179,20018,0.9026,2,2.0 | 1.0,1.0,2.0
angustia,float64,22179,13392,0.6038,3,1.0 | 2.0 | 3.0,1.0,3.0
t_angustia,float64,22179,20364,0.9182,2,2.0 | 1.0,1.0,2.0
califica_salud,float64,22179,13392,0.6038,50,90.0 | 85.0 | 70.0 | 80.0 | 5.0,1.0,100.0
lee_escribe,float64,22179,11234,0.5065,2,1.0 | 2.0,1.0,2.0
estudia,float64,22179,11234,0.5065,2,2.0 | 1.0,1.0,2.0
razon_noestudia,float64,22179,13781,0.6214,14,3.0 | 13.0 | 7.0 | 6.0 | 2.0,1.0,99.0
noestudia_cual,object,22179,22072,0.9952,104,CAMBIO DE MUNICIPIO | P0R FALTA DE PAPELES | NO HAN INICIADO CLASES EN EL SENA | FNO TIENE LOS DOCUMENTOS | FALTA DE DOCUMENTOS,,
nivel_educ,float64,22179,13783,0.6214,12,4.0 | 3.0 | 6.0 | 12.0 | 8.0,1.0,12.0
grado_educ,float64,22179,14159,0.6384,13,6.0 | 5.0 | 2.0 | 9.0 | 11.0,1.0,13.0
anos_superior,float64,22179,20536,0.9259,17,4.0 | 3.0 | 7.0 | 5.0 | 6.0,1.0,20.0
edad_dejoestudio,float64,22179,14158,0.6384,62,14.0 | 12.0 | 11.0 | 18.0 | 37.0,0.0,99.0
tipo_estab,float64,22179,19632,0.8852,2,1.0 | 2.0,1.0,2.0
nivel_educ_cursa,float64,22179,19632,0.8852,7,2.0 | 4.0 | 1.0 | 6.0 | 5.0,1.0,7.0
grado_educ_cursa,float64,22179,19632,0.8852,12,1.0 | 2.0 | 3.0 | 4.0 | 5.0,0.0,11.0
est_superiores,float64,22179,21856,0.9854,15,0.0 | 2.0 | 4.0 | 1.0 | 7.0,0.0,15.0
tareas,float64,22179,19632,0.8852,3,1.0 | 2.0 | 3.0,1.0,3.0
orden_tareas,float64,22179,20162,0.9091,15,2.0 | 1.0 | 3.0 | 7.0 | 5.0,1.0,20.0
consulta_libros,float64,22179,19632,0.8852,5,3.0 | 5.0 | 4.0 | 2.0 | 1.0,1.0,5.0
prestamo_libros,float64,22179,21882,0.9866,2,2.0 | 1.0,1.0,2.0
rec_refrigerio,float64,22179,19632,0.8852,2,1.0 | 0.0,0.0,1.0
rec_desayuno,float64,22179,19632,0.8852,2,0.0 | 2.0,0.0,2.0
rec_almuerzo,float64,22179,19632,0.8852,2,0.0 | 3.0,0.0,3.0
rec_balimenta,float64,22179,19632,0.8852,2,0.0 | 4.0,0.0,4.0
rec_btransp,float64,22179,19632,0.8852,2,0.0 | 5.0,0.0,5.0
rec_bfotocop,float64,22179,19632,0.8852,2,0.0 | 6.0,0.0,6.0
rec_uniformes,float64,22179,19632,0.8852,2,0.0 | 7.0,0.0,7.0
rec_nada,float64,22179,19633,0.8852,2,0.0 | 8.0,0.0,8.0
pago_matricula,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
vr_matricula,float64,22179,20928,0.9436,270,450000.0 | 195000.0 | 200000.0 | 17000.0 | 650000.0,98.0,7200000.0
inc_libros,float64,22179,20928,0.9436,2,0.0 | 1.0,0.0,1.0
inc_salidasp,float64,22179,20928,0.9436,2,0.0 | 2.0,0.0,2.0
inc_otros,float64,22179,20928,0.9436,2,0.0 | 3.0,0.0,3.0
inc_solom,float64,22179,20927,0.9436,2,4.0 | 0.0,0.0,4.0
pago_uniformes,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
vr_uniformes,float64,22179,20406,0.9201,161,100000.0 | 180000.0 | 80000.0 | 150000.0 | 140000.0,98.0,1500000.0
pago_utiles,float64,22179,19632,0.8852,2,1.0 | 2.0,1.0,2.0
vr_utiles,float64,22179,19986,0.9011,149,100000.0 | 50000.0 | 80000.0 | 30000.0 | 150000.0,98.0,1500000.0
pago_complem,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
vr_complem,float64,22179,21498,0.9693,92,43000.0 | 60000.0 | 50000.0 | 5000.0 | 2000.0,98.0,700000.0
pago_bono,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
vr_bono,float64,22179,22151,0.9987,10,56000.0 | 20000.0 | 5000.0 | 3000.0 | 36000.0,3000.0,200000.0
pago_pension,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
vr_pension,float64,22179,21647,0.976,171,145000.0 | 211000.0 | 55000.0 | 50000.0 | 143000.0,98.0,2000000.0
pinc_transp,float64,22179,21647,0.976,2,0.0 | 1.0,0.0,1.0
pinc_aliment,float64,22179,21647,0.976,2,0.0 | 2.0,0.0,2.0
pinc_otros,float64,22179,21647,0.976,2,0.0 | 3.0,0.0,3.0
pinc_solop,float64,22179,21647,0.976,2,4.0 | 0.0,0.0,4.0
recibio_beca,float64,22179,19632,0.8852,4,4.0 | 1.0 | 2.0 | 3.0,1.0,4.0
beca_accionsocial,float64,22179,21835,0.9845,2,0.0 | 1.0,0.0,1.0
beca_prg_gob,float64,22179,21835,0.9845,2,0.0 | 2.0,0.0,2.0
beca_cajacom,float64,22179,21835,0.9845,2,0.0 | 3.0,0.0,3.0
beca_emp_pub,float64,22179,21835,0.9845,2,0.0 | 4.0,0.0,4.0
beca_emp_pri,float64,22179,21835,0.9845,2,0.0 | 5.0,0.0,5.0
beca_misma_ins,float64,22179,21835,0.9845,2,6.0 | 0.0,0.0,6.0
beca_otro,float64,22179,21835,0.9845,2,0.0 | 7.0,0.0,7.0
beca_cual,object,22179,22173,0.9997,4,DONDE  EL TRABAJA | SIN INFORMACION | SAMARITANOS DE LA CALLE | POLITICA,,
beca_periodicidad,float64,22179,21835,0.9845,6,4.0 | 6.0 | 5.0 | 1.0 | 2.0,1.0,6.0
vr_beca,float64,22179,21835,0.9845,75,450000.0 | 180000.0 | 200000.0 | 390000.0 | 260000.0,98.0,10800000.0
credito_estudiar,float64,22179,19632,0.8852,2,2.0 | 1.0,1.0,2.0
cred_icetex,float64,22179,22136,0.9981,2,1.0 | 0.0,0.0,1.0
cred_cajacom,float64,22179,22136,0.9981,2,0.0 | 2.0,0.0,2.0
cred_banco,float64,22179,22136,0.9981,2,0.0 | 3.0,0.0,3.0
cred_emp_pub,float64,22179,22136,0.9981,2,0.0 | 4.0,0.0,4.0
cred_emp_pri,float64,22179,22136,0.9981,2,0.0 | 5.0,0.0,5.0
cred_fondo,float64,22179,22136,0.9981,2,0.0 | 6.0,0.0,6.0
cred_fna,float64,22179,22136,0.9981,1,0.0,0.0,0.0
cred_misma_ins,float64,22179,22136,0.9981,2,0.0 | 8.0,0.0,8.0
cred_otro,float64,22179,22136,0.9981,2,0.0 | 9.0,0.0,9.0
cred_cual,object,22179,22172,0.9997,7,INSTITUTO DONDE ESTUDIA | INVERSORA PICHINCHA | GOBERNACION DE VILLAVICENCIO | CORSAN - CORPORACION DE SANTANDER | PRESTAMISTA,,
cred_periodicidad,float64,22179,22136,0.9981,4,4.0 | 1.0 | 6.0 | 5.0,1.0,6.0
vr_credito,float64,22179,22136,0.9981,36,2500000.0 | 100000.0 | 1401000.0 | 780000.0 | 220000.0,98.0,10000000.0
poc,float64,22179,16072,0.7246,1,1.0,1.0,1.0
pin,float64,22179,20229,0.9121,1,1.0,1.0,1.0
pds,float64,22179,21449,0.9671,1,1.0,1.0,1.0
pta,float64,22179,15760,0.7106,1,1.0,1.0,1.0
ppt,float64,22179,17240,0.7773,1,1.0,1.0,1.0
actividad_ppal,float64,22179,13392,0.6038,6,1.0 | 6.0 | 3.0 | 2.0 | 4.0,1.0,6.0
cod_rama,float64,22179,16072,0.7246,328,9500.0 | 4521.0 | 5521.0 | 2529.0 | 8060.0,111.0,9999.0
descrip_rama,object,22179,16071,0.7246,4828,CUIDADO DEL NIETO | CONSTRUCCION DE VIVIENDAS | VENTA DE COMIDAS COCINADAS | FABRICACION Y VENTA DE EMPPAQUES FLEXIBES PARA ALIMENTOS | FABRICA YVENTA DE BOLSAS PLASTICAS PARA LA BASURA,,
descripcion_ciiu,object,22179,16130,0.7273,327,Hogares privados con servicio dom�stico | Construcci�n de edificaciones para uso recidencial | Expendio a la mesa de comidas preparadas en restaurantes | Fabricaci�n de articulos de pl�stico ncp | Educaci�n no formal,,
cod_rama1,float64,22179,16071,0.7246,57,95.0 | 45.0 | 55.0 | 25.0 | 80.0,1.0,99.0
descripcion_ciiu_2digitos,object,22179,16071,0.7246,57,"Hogares privados con servicio dom�stico | Construcci�n | Alojamiento en hoteles, campamentos y otros tipo de hospedaje no permanente | Fabricaci�n de productos de caucho y de pl�stico | Educaci�n",,
nombre_empresa,object,22179,16071,0.7246,5039,MARIA ELIZABETH | NO TIENE | FLEXO SPRING S.A | JD | POLITECNICO UNICAP,,
cod_oficio,float64,22179,16071,0.7246,590,5403.0 | 9512.0 | 5313.0 | 9039.0 | 9035.0,38.0,9999.0
descrip_oficio,object,22179,16072,0.7246,4342,CUIDAR EL NIETO | AYUDANTE DE CONSTRUCCION | COCINA Y AYUDA A ATENDER MESAS | OPERARIO DE MAQUINA O REFILADOR | FABRICACION DE BOLSAS PARA LA BASURA,,
descripcion_cno,object,22179,16149,0.7281,572,"Doncella o ayuda de c�mara, ni�era | Alba�il (construcci�n) | Cocinero (excepto servicios dom�sticos) | Operario de troqueladora de polietileno | Armador de productos de pl�stico",,
cod_oficio2,float64,22179,16071,0.7246,82,54.0 | 95.0 | 53.0 | 90.0 | 32.0,1.0,99.0
descripcion_cno_2digitos,object,22179,16073,0.7247,78,"Personal de servidumbre no clasificado bajo otros ep�grafes | Trabajadores de la construcci�n | Cocineros, camareros, b�rmanes y trabajadores asimilados | Operarios de la fabricaci�n de productos de caucho y pl�stico | Secretarias, mecan�grafas, taqu�grafas y operadores de m�quinas perforadas de tarjetas y cintas",,
edad_tenia,float64,22179,16072,0.7246,68,0.0 | 22.0 | 20.0 | 31.0 | 51.0,0.0,99.0
meses_trabaja,float64,22179,20540,0.9261,12,0.0 | 7.0 | 3.0 | 1.0 | 2.0,0.0,11.0
anos_trabaja,float64,22179,20540,0.9261,41,0.0 | 5.0 | 1.0 | 4.0 | 2.0,0.0,47.0
mes_inicio,float64,22179,21671,0.9771,12,10.0 | 6.0 | 1.0 | 3.0 | 9.0,1.0,12.0
ano_inicio,float64,22179,21671,0.9771,43,2008.0 | 1995.0 | 2001.0 | 1975.0 | 2009.0,1947.0,9999.0
medio_consiguio,float64,22179,16072,0.7246,13,1.0 | 5.0 | 10.0 | 99.0 | 9.0,1.0,99.0
medio_cons_cual,object,22179,22140,0.9982,30,EL EMPLEADOR LA TRASLADO AL REDIL | LA EMPRESA DE VIGILANCIA LO TRASLADO A EL POMAR | VOLUNTAD PROPIA DE REALIZAR ESTA LABOR | POR QUE LA ESPOSA TEN | EMPALME DE UNA EMPRESA CON OTRA,,
ocupacion,float64,22179,16072,0.7246,11,7.0 | 1.0 | 6.0 | 11.0 | 2.0,1.0,11.0
ocupacion_cual,object,22179,22016,0.9927,77,ASALARIADO DE EMPRESA PARTICULAR SIN CONTRATO | ASALARIADA DE EMPRESA PARTICULAR SIN CONTRATO | TRABAJADOR DE EMPRESA PARTICULAR SIN CONTRATO | SIN INFORMACION | PRESTACION DE SERVICIOS,,
vr_salario,float64,22179,19019,0.8575,375,690000.0 | 480000.0 | 610000.0 | 700000.0 | 0.0,0.0,8000000.0
rec_alimentos_pago,float64,22179,19019,0.8575,2,2.0 | 1.0,1.0,2.0
vr_alimentos_pago,float64,22179,21854,0.9853,89,150000.0 | 139500.0 | 90000.0 | 120000.0 | 600000.0,98.0,800000.0
rec_vivienda_pago,float64,22179,19019,0.8575,2,2.0 | 1.0,1.0,2.0
vr_vivienda_pago,float64,22179,22132,0.9979,19,70000.0 | 100000.0 | 250000.0 | 200000.0 | 120000.0,98.0,2000000.0
finan_educ_pago,float64,22179,19019,0.8575,2,2.0 | 1.0,1.0,2.0
vr_educ_pago,float64,22179,22154,0.9989,19,400000.0 | 99.0 | 250000.0 | 650000.0 | 55000.0,98.0,8000000.0
rec_otros_pago,float64,22179,19019,0.8575,2,2.0 | 1.0,1.0,2.0
vr_subalimentacion,float64,22179,20920,0.9432,77,0.0 | 35000.0 | 100000.0 | 98.0 | 80000.0,0.0,700000.0
vr_subtransporte,float64,22179,20920,0.9432,120,0.0 | 25000.0 | 62000.0 | 48000.0 | 61500.0,0.0,1000000.0
vr_subfamiliar,float64,22179,20920,0.9432,129,40000.0 | 0.0 | 20000.0 | 97000.0 | 19500.0,0.0,2200000.0
vr_bonos,float64,22179,20920,0.9432,34,0.0 | 250000.0 | 10000.0 | 100000.0 | 98.0,0.0,1900000.0
vr_ganancia,float64,22179,19502,0.8793,159,100000.0 | 200000.0 | 99.0 | 120000.0 | 20000.0,0.0,20000000.0
meses_ganancia,float64,22179,19607,0.884,6,1.0 | 99.0 | 98.0 | 2.0 | 3.0,1.0,99.0
vr_ingmen_ase,float64,22179,19502,0.8793,131,100000.0 | 99.0 | 120000.0 | 20000.0 | 98.0,98.0,15000000.0
disp_pagar_vr,float64,22179,19502,0.8793,92,515000.0 | 700000.0 | 99.0 | 240000.0 | 70000.0,98.0,14000000.0
fundo_negocio,float64,22179,19502,0.8793,6,1.0 | 9.0 | 4.0 | 5.0 | 3.0,1.0,9.0
registro_mercantil,float64,22179,19502,0.8793,5,3.0 | 4.0 | 9.0 | 2.0 | 1.0,1.0,9.0
razon_tiene_negocio,float64,22179,19502,0.8793,9,8.0 | 7.0 | 9.0 | 1.0 | 3.0,1.0,9.0
razon_tn_cual,object,22179,22046,0.994,122,SIN INFORMACION | PARA AYUDAR A UNA HERMANA | PORQUE ES LO QUE SABE HACER Y TIENE EL  PERMISO | POR AMOR AL FUTBOL | EL AMOR POR LA PREDICACION DEL EVANGELIO,,
vr_negocio,float64,22179,19502,0.8793,137,0.0 | 99.0 | 98.0 | 10000000.0 | 35000000.0,0.0,1500000000.0
porcentaje_participacion,float64,22179,19502,0.8793,18,100.0 | 999.0 | 50.0 | 30.0 | 20.0,7.0,999.0
contabilidad,float64,22179,16072,0.7246,2,2.0 | 1.0,1.0,2.0
tam_empresa,float64,22179,16072,0.7246,6,1.0 | 3.0 | 2.0 | 6.0 | 5.0,1.0,6.0
n_empleados,float64,22179,19700,0.8882,46,6.0 | 2.0 | 10.0 | 25.0 | 5.0,2.0,99.0
horas_normal,float64,22179,16072,0.7246,103,12.0 | 50.0 | 55.0 | 60.0 | 72.0,1.0,126.0
desempleado,float64,22179,16072,0.7246,2,1.0 | 2.0,1.0,2.0
disp_recibir,float64,22179,16430,0.7408,120,800000.0 | 515000.0 | 450000.0 | 750000.0 | 500000.0,98.0,20000000.0
empleo2,float64,22179,16072,0.7246,2,2.0 | 1.0,1.0,2.0
horas_2,float64,22179,21674,0.9772,38,24.0 | 14.0 | 20.0 | 8.0 | 6.0,1.0,48.0
ocupacion2,float64,22179,21674,0.9772,9,5.0 | 1.0 | 2.0 | 8.0 | 3.0,1.0,9.0
vr_empleo2,float64,22179,21692,0.978,93,0.0 | 40000.0 | 380000.0 | 300000.0 | 1100000.0,0.0,4000000.0
cr_arriendos,float64,22179,13392,0.6038,2,1.0 | 2.0,1.0,2.0
vr_rec_arriendos,float64,22179,21687,0.9778,74,450000.0 | 250000.0 | 500000.0 | 900000.0 | 200000.0,98.0,6000000.0
cr_dividendos,float64,22179,13392,0.6038,2,2.0 | 1.0,1.0,2.0
vr_rec_dividendos,float64,22179,22086,0.9958,46,2000000.0 | 120000.0 | 4200000.0 | 5000000.0 | 30000.0,98.0,6000000.0
trabajo_antes,float64,22179,15343,0.6918,2,1.0 | 2.0,1.0,2.0
dejo_trabajo,float64,22179,17728,0.7993,2,1.0 | 2.0,1.0,2.0
meses_dejo_trab,float64,22179,19939,0.899,49,10.0 | 2.0 | 21.0 | 6.0 | 3.0,0.0,120.0
meses_busc_trab,float64,22179,19939,0.899,40,0.0 | 2.0 | 6.0 | 5.0 | 7.0,0.0,120.0
diligencias4,float64,22179,19555,0.8817,2,2.0 | 1.0,1.0,2.0
horas_conseguir_t,float64,22179,21642,0.9758,51,25.0 | 8.0 | 3.0 | 28.0 | 36.0,0.0,280.0
diligencias12,float64,22179,20091,0.9059,2,2.0 | 1.0,1.0,2.0
