columna,cobertura_ola1,cobertura_ola2,cobertura_ola3,clasificacion
sonrie13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
asusta13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
relajado13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
abracen13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
alterado13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
rigido13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
berrinche13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
interes13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
repite13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
repite13_24cual,0.0,0.0093412942989214,0.0,EXCLUIDA_CASI_VACIA
probl_alim13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
probl_alim13_24cual,0.0,0.0106895223420647,0.0,EXCLUIDA_NO_EN_OLA1
probl_dormir13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
disfruta13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
duerme13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
mira_objeto13_24,0.0,0.0468990755007704,0.0,EXCLUIDA_NO_EN_OLA1
diarrea13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
avisa13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
instrucciones13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
juega13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
labusca13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
cantar13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
se_lastima13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
otrosninos13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
lastimar13_24,0.0,0.047573189522342,0.0,EXCLUIDA_NO_EN_OLA1
escucha25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
abracen25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
apegado25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
saluda25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
contento25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
cantar25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
amistoso25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
activo25_35,0.0,0.0466101694915254,0.0,EXCLUIDA_NO_EN_OLA1
